WARNING 2025-07-10 11:20:53,555 log 456 3208 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:21:48,574 log 456 16332 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:21:48,876 log 456 12260 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:22:26,793 log 456 5744 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:22:26,899 log 456 12260 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:25:18,858 log 456 12260 Bad Request: /api/auth/register/
WARNING 2025-07-10 11:25:51,981 log 456 15352 Not Found: /
WARNING 2025-07-10 11:25:52,658 log 456 15352 Not Found: /favicon.ico
WARNING 2025-07-10 11:28:01,685 log 456 15756 Bad Request: /api/auth/login/
WARNING 2025-07-10 11:28:15,710 log 456 10848 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:28:17,638 log 456 12392 Not Found: /api/products/best-deals/
INFO 2025-07-10 11:38:28,298 autoreload 12724 8704 Watching for file changes with StatReloader
WARNING 2025-07-10 11:39:28,636 log 12724 6952 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:39:28,717 log 12724 16016 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:54:34,540 log 12724 7884 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:34,659 log 12724 1196 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:34,859 log 12724 13608 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:37,188 log 12724 7884 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:38,507 log 12724 1196 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:38,820 log 12724 13608 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:40,503 log 12724 7884 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:40,939 log 12724 1196 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:41,365 log 12724 13608 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:41,770 log 12724 7884 Method Not Allowed: /api/products/search-suggestions/
WARNING 2025-07-10 11:54:58,686 log 12724 7712 Not Found: /api/products/best-deals/
WARNING 2025-07-10 11:54:59,198 log 12724 1196 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:03:23,725 log 12724 15408 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:03:25,486 log 12724 15408 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:04:25,235 log 12724 15440 Bad Request: /api/auth/register/
WARNING 2025-07-10 12:04:52,545 log 12724 15440 Bad Request: /api/auth/login/
WARNING 2025-07-10 12:12:41,504 log 12724 16076 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:12:45,388 log 12724 7488 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:12:48,102 log 12724 7432 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:12:48,173 log 12724 7936 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:16:03,856 log 12724 10196 Bad Request: /api/auth/login/
WARNING 2025-07-10 12:32:52,803 log 12724 2416 Bad Request: /api/auth/login/
INFO 2025-07-10 12:33:31,685 views 12724 2416 User logged in: customer
WARNING 2025-07-10 12:33:33,816 log 12724 15208 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:33:34,001 log 12724 13336 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:33:34,508 log 12724 2416 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:33:37,606 log 12724 15592 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:45:35,687 log 12724 15488 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:45:36,678 log 12724 16092 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:45:37,910 log 12724 8444 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:45:38,477 log 12724 6932 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 12:47:23,561 services 12724 14556 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 12:47:23,875 views 12724 14556 Error comparing products: 'criteria'
ERROR 2025-07-10 12:47:24,088 log 12724 14556 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 12:47:27,249 services 12724 16092 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 12:47:27,316 views 12724 16092 Error comparing products: 'criteria'
ERROR 2025-07-10 12:47:27,401 log 12724 16092 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 12:47:32,564 services 12724 14556 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 12:47:32,626 views 12724 14556 Error comparing products: 'criteria'
ERROR 2025-07-10 12:47:32,628 log 12724 14556 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 12:48:02,194 services 12724 15488 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 12:48:02,398 views 12724 15488 Error comparing products: 'criteria'
ERROR 2025-07-10 12:48:02,484 log 12724 15488 Internal Server Error: /api/comparisons/products/
INFO 2025-07-10 12:50:24,658 services 12724 14556 Enhanced search: 'h' -> 'h'
INFO 2025-07-10 12:50:25,128 services 12724 9788 Enhanced search: 'ho' -> 'ho'
INFO 2025-07-10 12:50:25,548 services 12724 6932 Enhanced search: 'hom' -> 'hom'
INFO 2025-07-10 12:50:26,413 services 12724 14556 Enhanced search: 'home' -> 'home'
INFO 2025-07-10 12:50:26,732 services 12724 9788 Enhanced search: 'homer' -> 'homer'
INFO 2025-07-10 12:50:27,120 services 12724 9788 Enhanced search: 'homer ' -> 'homer'
INFO 2025-07-10 12:50:27,503 services 12724 9788 Enhanced search: 'homer s' -> 'homer s'
INFO 2025-07-10 12:50:28,722 services 12724 9788 Enhanced search: 'homer st' -> 'homer st'
INFO 2025-07-10 12:50:30,005 services 12724 9788 Enhanced search: 'homer sty' -> 'homer sty'
INFO 2025-07-10 12:50:31,376 services 12724 9788 Enhanced search: 'homer st' -> 'homer st'
INFO 2025-07-10 12:50:37,697 services 12724 9788 Enhanced search: 'homer s' -> 'homer s'
INFO 2025-07-10 12:50:41,946 services 12724 9788 Enhanced search: 'homer ' -> 'homer'
INFO 2025-07-10 12:50:46,839 services 12724 9788 Enhanced search: 'homer' -> 'homer'
INFO 2025-07-10 12:51:38,069 services 12724 9788 Enhanced search: 'home' -> 'home'
INFO 2025-07-10 12:51:43,951 services 12724 9788 Enhanced search: 'home ' -> 'home'
INFO 2025-07-10 12:51:45,165 services 12724 9788 Enhanced search: 'home s' -> 'home s'
INFO 2025-07-10 12:51:45,626 services 12724 9788 Enhanced search: 'home sy' -> 'home sy'
INFO 2025-07-10 12:51:47,768 services 12724 9788 Enhanced search: 'home s' -> 'home s'
INFO 2025-07-10 12:51:55,637 services 12724 14556 Enhanced search: 'home st' -> 'home st'
INFO 2025-07-10 12:51:59,778 services 12724 9788 Enhanced search: 'home s' -> 'home s'
INFO 2025-07-10 12:52:02,132 services 12724 9788 Enhanced search: 'home ' -> 'home'
INFO 2025-07-10 12:52:06,357 services 12724 9788 Enhanced search: 'home' -> 'home'
INFO 2025-07-10 12:52:08,776 services 12724 6932 Enhanced search: 'homesy' -> 'homesy'
INFO 2025-07-10 12:52:08,800 services 12724 9788 Enhanced search: 'homes' -> 'homes'
INFO 2025-07-10 12:52:09,719 services 12724 9788 Enhanced search: 'homes' -> 'homes'
INFO 2025-07-10 12:52:10,986 services 12724 9788 Enhanced search: 'homest' -> 'homest'
INFO 2025-07-10 12:52:11,124 services 12724 14556 Enhanced search: 'homesty' -> 'homesty'
INFO 2025-07-10 12:52:12,522 services 12724 9788 Enhanced search: 'homestyl' -> 'homestyl'
INFO 2025-07-10 12:52:15,301 services 12724 9788 Enhanced search: 'homestyle' -> 'homestyle'
WARNING 2025-07-10 12:52:25,201 log 12724 6932 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:52:25,598 log 12724 5608 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:52:25,866 log 12724 14556 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:52:26,516 log 12724 5608 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 12:52:35,625 views 12724 9788 Logout error: 'RefreshToken' object has no attribute 'blacklist'
ERROR 2025-07-10 12:52:35,830 log 12724 9788 Internal Server Error: /api/auth/logout/
WARNING 2025-07-10 12:52:37,091 log 12724 14556 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:53:39,196 log 12724 2064 Not Found: /favicon.ico
INFO 2025-07-10 12:55:15,254 views 12724 9788 User logged in: store_owner
WARNING 2025-07-10 12:55:17,130 log 12724 13940 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:55:17,138 log 12724 12512 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:55:18,158 log 12724 10536 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:55:19,062 log 12724 12512 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:57:48,522 log 12724 13940 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:57:49,127 log 12724 8196 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 12:57:49,130 log 12724 16328 Not Found: /api/products/best-deals/
WARNING 2025-07-10 12:57:52,107 log 12724 10192 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 13:03:49,322 log 12724 12732 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:03:49,567 log 12724 6772 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:03:49,605 log 12724 7884 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 13:03:50,929 log 12724 7920 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 13:05:28,373 views 12724 9548 Logout error: 'RefreshToken' object has no attribute 'blacklist'
ERROR 2025-07-10 13:05:28,497 log 12724 9548 Internal Server Error: /api/auth/logout/
WARNING 2025-07-10 13:05:29,275 log 12724 9548 Not Found: /api/products/best-deals/
INFO 2025-07-10 13:05:59,468 views 12724 6772 User logged in: store_owner
WARNING 2025-07-10 13:06:01,058 log 12724 8052 Not Found: /api/user-behavior/realtime-personalization/
WARNING 2025-07-10 13:06:01,137 log 12724 6772 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:06:01,662 log 12724 9548 Not Found: /api/products/best-deals/
WARNING 2025-07-10 13:06:03,278 log 12724 12452 Not Found: /api/user-behavior/realtime-personalization/
ERROR 2025-07-10 13:37:13,129 services 12724 4460 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 13:37:13,217 views 12724 4460 Error comparing products: 'criteria'
ERROR 2025-07-10 13:37:13,427 log 12724 4460 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 13:37:15,795 services 12724 4460 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 13:37:15,986 views 12724 4460 Error comparing products: 'criteria'
ERROR 2025-07-10 13:37:16,074 log 12724 4460 Internal Server Error: /api/comparisons/products/
ERROR 2025-07-10 13:37:18,628 services 12724 1004 Error comparing products: unsupported operand type(s) for +: 'float' and 'decimal.Decimal'
ERROR 2025-07-10 13:37:18,722 views 12724 1004 Error comparing products: 'criteria'
ERROR 2025-07-10 13:37:18,810 log 12724 1004 Internal Server Error: /api/comparisons/products/
INFO 2025-07-10 17:30:41,191 autoreload 15676 15940 Watching for file changes with StatReloader
WARNING 2025-07-10 17:32:14,271 log 15676 19776 Unauthorized: /api/auth/profile/
WARNING 2025-07-10 17:32:14,273 log 15676 19780 Unauthorized: /api/auth/profile/
WARNING 2025-07-10 17:32:14,273 log 15676 14512 Unauthorized: /api/user-behavior/log/
WARNING 2025-07-10 17:32:14,275 log 15676 20220 Unauthorized: /api/user-behavior/log/
ERROR 2025-07-10 17:32:17,025 log 15676 20220 Internal Server Error: /api/auth/token/refresh/
Traceback (most recent call last):
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\views.py", line 44, in post
    serializer.is_valid(raise_exception=True)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 225, in is_valid
    self._validated_data = self.run_validation(self.initial_data)
                           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 447, in run_validation
    value = self.validate(value)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\serializers.py", line 141, in validate
    refresh.outstand()
    ~~~~~~~~~~~~~~~~^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\tokens.py", line 222, in outstand
    return OutstandingToken.objects.get_or_create(
           ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: type object 'OutstandingToken' has no attribute 'objects'
ERROR 2025-07-10 17:32:17,230 log 15676 19780 Internal Server Error: /api/auth/token/refresh/
Traceback (most recent call last):
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\views.py", line 44, in post
    serializer.is_valid(raise_exception=True)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 225, in is_valid
    self._validated_data = self.run_validation(self.initial_data)
                           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 447, in run_validation
    value = self.validate(value)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\serializers.py", line 141, in validate
    refresh.outstand()
    ~~~~~~~~~~~~~~~~^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\tokens.py", line 222, in outstand
    return OutstandingToken.objects.get_or_create(
           ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: type object 'OutstandingToken' has no attribute 'objects'
ERROR 2025-07-10 17:32:17,258 log 15676 19776 Internal Server Error: /api/auth/token/refresh/
Traceback (most recent call last):
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\views.py", line 44, in post
    serializer.is_valid(raise_exception=True)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 225, in is_valid
    self._validated_data = self.run_validation(self.initial_data)
                           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 447, in run_validation
    value = self.validate(value)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\serializers.py", line 141, in validate
    refresh.outstand()
    ~~~~~~~~~~~~~~~~^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\tokens.py", line 222, in outstand
    return OutstandingToken.objects.get_or_create(
           ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: type object 'OutstandingToken' has no attribute 'objects'
ERROR 2025-07-10 17:32:17,276 log 15676 14512 Internal Server Error: /api/auth/token/refresh/
Traceback (most recent call last):
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\django\views\generic\base.py", line 105, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 515, in dispatch
    response = self.handle_exception(exc)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 475, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 486, in raise_uncaught_exception
    raise exc
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\views.py", line 512, in dispatch
    response = handler(request, *args, **kwargs)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\views.py", line 44, in post
    serializer.is_valid(raise_exception=True)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 225, in is_valid
    self._validated_data = self.run_validation(self.initial_data)
                           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework\serializers.py", line 447, in run_validation
    value = self.validate(value)
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\serializers.py", line 141, in validate
    refresh.outstand()
    ~~~~~~~~~~~~~~~~^^
  File "E:\Graduation_Project\best-on-click-backend\venv\Lib\site-packages\rest_framework_simplejwt\tokens.py", line 222, in outstand
    return OutstandingToken.objects.get_or_create(
           ^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: type object 'OutstandingToken' has no attribute 'objects'
WARNING 2025-07-10 17:40:54,113 log 15676 17536 Not Found: /
WARNING 2025-07-10 17:40:54,767 log 15676 17536 Not Found: /favicon.ico
WARNING 2025-07-10 17:41:51,890 log 15676 3768 Bad Request: /api/auth/login/
WARNING 2025-07-10 17:43:34,482 log 15676 3768 Bad Request: /api/auth/login/
